Date,Ozone,Status,Nitric oxide,Status,Nitrogen dioxide,Status,Nitrogen oxides as nitrogen dioxide,Status,Sulphur dioxide,Status,Sulphur dioxide,Status
16/11/2008,42,V ugm-3,1,V ugm-3,6,V ugm-3,7,V ugm-3,No data,,5,V ugm-3
17/11/2008,17,V ugm-3,13,V ugm-3,34,V ugm-3,54,V ugm-3,No data,,7,V ugm-3
18/11/2008,37,V ugm-3,2,V ugm-3,17,V ugm-3,20,V ugm-3,No data,,6,V ugm-3
19/11/2008,40,V ugm-3,2,V ugm-3,13,V ugm-3,16,V ugm-3,No data,,7,V ugm-3
20/11/2008,61,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,5,V ugm-3
21/11/2008,63,V ugm-3,1,V ugm-3,9,V ugm-3,11,V ugm-3,No data,,7,V ugm-3
22/11/2008,56,V ugm-3,2,V ugm-3,11,V ugm-3,13,V ugm-3,No data,,8,V ugm-3
23/11/2008,46,V ugm-3,1,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,6,V ugm-3
24/11/2008,59,V ugm-3,2,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,4,V ugm-3
25/11/2008,42,V ugm-3,2,V ugm-3,15,V ugm-3,17,V ugm-3,No data,,6,V ugm-3
26/11/2008,13,V ugm-3,5,V ugm-3,34,V ugm-3,41,V ugm-3,No data,,5,V ugm-3
27/11/2008,41,V ugm-3,2,V ugm-3,13,V ugm-3,16,V ugm-3,No data,,7,V ugm-3
28/11/2008,31,V ugm-3,4,V ugm-3,20,V ugm-3,26,V ugm-3,No data,,5,V ugm-3
29/11/2008,16,V ugm-3,7,V ugm-3,29,V ugm-3,40,V ugm-3,No data,,5,V ugm-3
30/11/2008,54,V ugm-3,2,V ugm-3,6,V ugm-3,9,V ugm-3,No data,,5,V ugm-3
01/12/2008,37,V ugm-3,5,V ugm-3,16,V ugm-3,23,V ugm-3,No data,,8,V ugm-3
02/12/2008,29,V ugm-3,4,V ugm-3,26,V ugm-3,32,V ugm-3,No data,,5,V ugm-3
03/12/2008,20,V ugm-3,14,V ugm-3,43,V ugm-3,64,V ugm-3,No data,,4,V ugm-3
04/12/2008,38,V ugm-3,4,V ugm-3,31,V ugm-3,37,V ugm-3,No data,,6,V ugm-3
05/12/2008,27,V ugm-3,6,V ugm-3,24,V ugm-3,33,V ugm-3,No data,,5,V ugm-3
06/12/2008,30,V ugm-3,2,V ugm-3,11,V ugm-3,14,V ugm-3,No data,,5,V ugm-3
07/12/2008,12,V ugm-3,11,V ugm-3,21,V ugm-3,38,V ugm-3,No data,,3,V ugm-3
08/12/2008,14,V ugm-3,8,V ugm-3,29,V ugm-3,41,V ugm-3,No data,,5,V ugm-3
09/12/2008,40,V ugm-3,3,V ugm-3,14,V ugm-3,19,V ugm-3,No data,,5,V ugm-3
10/12/2008,31,V ugm-3,4,V ugm-3,17,V ugm-3,23,V ugm-3,No data,,9,V ugm-3
11/12/2008,21,V ugm-3,14,V ugm-3,19,V ugm-3,40,V ugm-3,No data,,8,V ugm-3
12/12/2008,18,V ugm-3,22,V ugm-3,24,V ugm-3,57,V ugm-3,No data,,5,V ugm-3
13/12/2008,49,V ugm-3,0,V ugm-3,4,V ugm-3,5,V ugm-3,No data,,5,V ugm-3
14/12/2008,24,V ugm-3,2,V ugm-3,9,V ugm-3,11,V ugm-3,No data,,4,V ugm-3
15/12/2008,22,V ugm-3,3,V ugm-3,12,V ugm-3,17,V ugm-3,No data,,3,V ugm-3
16/12/2008,15,V ugm-3,11,V ugm-3,33,V ugm-3,50,V ugm-3,No data,,6,V ugm-3
17/12/2008,34,V ugm-3,3,V ugm-3,21,V ugm-3,26,V ugm-3,No data,,3,V ugm-3
18/12/2008,50,V ugm-3,1,V ugm-3,11,V ugm-3,12,V ugm-3,No data,,3,V ugm-3
19/12/2008,49,V ugm-3,1,V ugm-3,11,V ugm-3,13,V ugm-3,No data,,4,V ugm-3
20/12/2008,56,V ugm-3,1,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,3,V ugm-3
21/12/2008,65,V ugm-3,1,V ugm-3,3,V ugm-3,5,V ugm-3,No data,,3,V ugm-3
22/12/2008,37,V ugm-3,5,V ugm-3,12,V ugm-3,20,V ugm-3,No data,,5,V ugm-3
23/12/2008,39,V ugm-3,4,V ugm-3,11,V ugm-3,17,V ugm-3,No data,,4,V ugm-3
24/12/2008,38,V ugm-3,2,V ugm-3,10,V ugm-3,14,V ugm-3,No data,,4,V ugm-3
25/12/2008,55,V ugm-3,1,V ugm-3,2,V ugm-3,4,V ugm-3,No data,,3,V ugm-3
26/12/2008,48,V ugm-3,1,V ugm-3,3,V ugm-3,4,V ugm-3,No data,,4,V ugm-3
27/12/2008,38,V ugm-3,1,V ugm-3,4,V ugm-3,6,V ugm-3,No data,,4,V ugm-3
28/12/2008,44,V ugm-3,1,V ugm-3,3,V ugm-3,5,V ugm-3,No data,,5,V ugm-3
29/12/2008,27,V ugm-3,3,V ugm-3,15,V ugm-3,20,V ugm-3,No data,,7,V ugm-3
30/12/2008,14,V ugm-3,19,V ugm-3,20,V ugm-3,50,V ugm-3,No data,,7,V ugm-3
31/12/2008,16,V ugm-3,10,V ugm-3,18,V ugm-3,34,V ugm-3,No data,,4,V ugm-3
01/01/2009,9,V ugm-3,26,V ugm-3,20,V ugm-3,59,V ugm-3,No data,,3,V ugm-3
02/01/2009,32,V ugm-3,4,V ugm-3,6,V ugm-3,13,V ugm-3,No data,,1,V ugm-3
03/01/2009,23,V ugm-3,14,V ugm-3,11,V ugm-3,32,V ugm-3,No data,,2,V ugm-3
04/01/2009,34,V ugm-3,2,V ugm-3,16,V ugm-3,20,V ugm-3,No data,,2,V ugm-3
05/01/2009,56,V ugm-3,2,V ugm-3,8,V ugm-3,11,V ugm-3,No data,,1,V ugm-3
06/01/2009,36,V ugm-3,16,V ugm-3,18,V ugm-3,42,V ugm-3,No data,,1,V ugm-3
07/01/2009,12,V ugm-3,18,V ugm-3,40,V ugm-3,67,V ugm-3,No data,,3,V ugm-3
08/01/2009,12,V ugm-3,45,V ugm-3,37,V ugm-3,105,V ugm-3,No data,,2,V ugm-3
09/01/2009,19,V ugm-3,12,V ugm-3,31,V ugm-3,49,V ugm-3,No data,,1,V ugm-3
10/01/2009,12,V ugm-3,41,V ugm-3,69,V ugm-3,131,V ugm-3,No data,,5,V ugm-3
11/01/2009,58,V ugm-3,1,V ugm-3,17,V ugm-3,19,V ugm-3,No data,,2,V ugm-3
12/01/2009,63,V ugm-3,1,V ugm-3,14,V ugm-3,15,V ugm-3,No data,,2,V ugm-3
13/01/2009,48,V ugm-3,3,V ugm-3,21,V ugm-3,25,V ugm-3,No data,,2,V ugm-3
14/01/2009,15,V ugm-3,15,V ugm-3,42,V ugm-3,65,V ugm-3,No data,,2,V ugm-3
15/01/2009,42,V ugm-3,1,V ugm-3,18,V ugm-3,20,V ugm-3,No data,,2,V ugm-3
16/01/2009,34,V ugm-3,2,V ugm-3,25,V ugm-3,28,V ugm-3,No data,,3,V ugm-3
17/01/2009,72,V ugm-3,1,V ugm-3,6,V ugm-3,7,V ugm-3,No data,,1,V ugm-3
18/01/2009,75,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,0,V ugm-3
19/01/2009,67,V ugm-3,1,V ugm-3,11,V ugm-3,12,V ugm-3,No data,,2,V ugm-3
20/01/2009,39,V ugm-3,3,V ugm-3,35,V ugm-3,39,V ugm-3,No data,,1,V ugm-3
21/01/2009,38,V ugm-3,5,V ugm-3,34,V ugm-3,41,V ugm-3,No data,,2,V ugm-3
22/01/2009,56,V ugm-3,1,V ugm-3,14,V ugm-3,16,V ugm-3,No data,,1,V ugm-3
23/01/2009,58,V ugm-3,1,V ugm-3,12,V ugm-3,14,V ugm-3,No data,,2,V ugm-3
24/01/2009,37,V ugm-3,3,V ugm-3,24,V ugm-3,29,V ugm-3,No data,,1,V ugm-3
25/01/2009,68,V ugm-3,1,V ugm-3,5,V ugm-3,6,V ugm-3,No data,,2,V ugm-3
26/01/2009,45,V ugm-3,2,V ugm-3,14,V ugm-3,18,V ugm-3,No data,,1,V ugm-3
27/01/2009,33,V ugm-3,6,V ugm-3,31,V ugm-3,41,V ugm-3,No data,,4,V ugm-3
28/01/2009,37,V ugm-3,2,V ugm-3,21,V ugm-3,24,V ugm-3,No data,,1,V ugm-3
29/01/2009,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
30/01/2009,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
31/01/2009,34,V ugm-3,2,V ugm-3,31,V ugm-3,34,V ugm-3,No data,,3,V ugm-3
01/02/2009,64,V ugm-3,1,V ugm-3,5,V ugm-3,7,V ugm-3,No data,,3,V ugm-3
02/02/2009,44,V ugm-3,1,V ugm-3,19,V ugm-3,20,V ugm-3,No data,,3,V ugm-3
03/02/2009,37,V ugm-3,2,V ugm-3,25,V ugm-3,29,V ugm-3,No data,,2,V ugm-3
04/02/2009,42,V ugm-3,2,V ugm-3,26,V ugm-3,29,V ugm-3,No data,,2,V ugm-3
05/02/2009,19,V ugm-3,7,V ugm-3,42,V ugm-3,52,V ugm-3,No data,,3,V ugm-3
06/02/2009,40,V ugm-3,1,V ugm-3,21,V ugm-3,23,V ugm-3,No data,,3,V ugm-3
07/02/2009,42,V ugm-3,2,V ugm-3,24,V ugm-3,27,V ugm-3,No data,,3,V ugm-3
08/02/2009,47,V ugm-3,2,V ugm-3,16,V ugm-3,19,V ugm-3,No data,,3,V ugm-3
09/02/2009,50,V ugm-3,1,V ugm-3,17,V ugm-3,19,V ugm-3,No data,,2,V ugm-3
10/02/2009,51,V ugm-3,2,V ugm-3,17,V ugm-3,21,V ugm-3,No data,,6,V ugm-3
11/02/2009,37,V ugm-3,3,V ugm-3,26,V ugm-3,30,V ugm-3,No data,,2,V ugm-3
12/02/2009,46,V ugm-3,2,V ugm-3,28,V ugm-3,32,V ugm-3,No data,,5,V ugm-3
13/02/2009,39,V ugm-3,2,V ugm-3,17,V ugm-3,20,V ugm-3,No data,,2,V ugm-3
14/02/2009,38,V ugm-3,3,V ugm-3,16,V ugm-3,20,V ugm-3,No data,,1,V ugm-3
15/02/2009,42,V ugm-3,1,V ugm-3,18,V ugm-3,20,V ugm-3,No data,,2,V ugm-3
16/02/2009,45,V ugm-3,3,V ugm-3,16,V ugm-3,20,V ugm-3,No data,,2,V ugm-3
17/02/2009,47,V ugm-3,2,V ugm-3,14,V ugm-3,17,V ugm-3,No data,,3,V ugm-3
18/02/2009,53,V ugm-3,1,V ugm-3,8,V ugm-3,9,V ugm-3,No data,,2,V ugm-3
19/02/2009,45,V ugm-3,1,V ugm-3,17,V ugm-3,18,V ugm-3,No data,,4,V ugm-3
20/02/2009,25,V ugm-3,9,V ugm-3,24,V ugm-3,38,V ugm-3,No data,,2,V ugm-3
21/02/2009,46,V ugm-3,2,V ugm-3,18,V ugm-3,21,V ugm-3,No data,,2,V ugm-3
22/02/2009,66,V ugm-3,0,V ugm-3,4,V ugm-3,5,V ugm-3,No data,,1,V ugm-3
23/02/2009,53,V ugm-3,1,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,1,V ugm-3
24/02/2009,27,V ugm-3,4,V ugm-3,21,V ugm-3,27,V ugm-3,No data,,1,V ugm-3
25/02/2009,46,V ugm-3,2,V ugm-3,16,V ugm-3,18,V ugm-3,No data,,0,V ugm-3
26/02/2009,62,V ugm-3,1,V ugm-3,11,V ugm-3,13,V ugm-3,No data,,0,V ugm-3
27/02/2009,58,V ugm-3,2,V ugm-3,9,V ugm-3,12,V ugm-3,No data,,1,V ugm-3
28/02/2009,68,V ugm-3,2,V ugm-3,6,V ugm-3,9,V ugm-3,No data,,1,V ugm-3
01/03/2009,42,V ugm-3,2,V ugm-3,16,V ugm-3,20,V ugm-3,No data,,2,V ugm-3
02/03/2009,57,V ugm-3,2,V ugm-3,13,V ugm-3,16,V ugm-3,No data,,1,V ugm-3
03/03/2009,75,V ugm-3,1,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,2,V ugm-3
04/03/2009,74,V ugm-3,1,V ugm-3,12,V ugm-3,14,V ugm-3,No data,,1,V ugm-3
05/03/2009,54,V ugm-3,3,V ugm-3,19,V ugm-3,24,V ugm-3,No data,,4,V ugm-3
06/03/2009,45,V ugm-3,5,V ugm-3,26,V ugm-3,34,V ugm-3,No data,,1,V ugm-3
07/03/2009,64,V ugm-3,2,V ugm-3,11,V ugm-3,14,V ugm-3,No data,,0,V ugm-3
08/03/2009,92,V ugm-3,1,V ugm-3,3,V ugm-3,4,V ugm-3,No data,,2,V ugm-3
09/03/2009,86,V ugm-3,1,V ugm-3,7,V ugm-3,8,V ugm-3,No data,,2,V ugm-3
10/03/2009,69,V ugm-3,2,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,2,V ugm-3
11/03/2009,46,V ugm-3,8,V ugm-3,29,V ugm-3,41,V ugm-3,No data,,3,V ugm-3
12/03/2009,69,V ugm-3,1,V ugm-3,11,V ugm-3,13,V ugm-3,No data,,0,V ugm-3
13/03/2009,44,V ugm-3,3,V ugm-3,21,V ugm-3,26,V ugm-3,No data,,2,V ugm-3
14/03/2009,69,V ugm-3,1,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,2,V ugm-3
15/03/2009,51,V ugm-3,4,V ugm-3,15,V ugm-3,21,V ugm-3,No data,,1,V ugm-3
16/03/2009,34,V ugm-3,15,V ugm-3,38,V ugm-3,61,V ugm-3,No data,,2,V ugm-3
17/03/2009,46,V ugm-3,3,V ugm-3,14,V ugm-3,19,V ugm-3,No data,,2,V ugm-3
18/03/2009,44,V ugm-3,5,V ugm-3,28,V ugm-3,37,V ugm-3,No data,,3,V ugm-3
19/03/2009,44,V ugm-3,14,V ugm-3,20,V ugm-3,42,V ugm-3,No data,,1,V ugm-3
20/03/2009,54,V ugm-3,4,V ugm-3,24,V ugm-3,30,V ugm-3,No data,,1,V ugm-3
21/03/2009,47,V ugm-3,7,V ugm-3,38,V ugm-3,49,V ugm-3,No data,,4,V ugm-3
22/03/2009,70,V ugm-3,3,V ugm-3,8,V ugm-3,13,V ugm-3,No data,,2,V ugm-3
23/03/2009,71,V ugm-3,3,V ugm-3,10,V ugm-3,15,V ugm-3,No data,,0,V ugm-3
24/03/2009,71,V ugm-3,4,V ugm-3,19,V ugm-3,26,V ugm-3,No data,,2,V ugm-3
25/03/2009,76,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
26/03/2009,73,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,0,V ugm-3
27/03/2009,72,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,0,V ugm-3
28/03/2009,72,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
29/03/2009,64,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
30/03/2009,49,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
31/03/2009,41,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
01/04/2009,50,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
02/04/2009,60,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
03/04/2009,50,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
04/04/2009,68,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
05/04/2009,59,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
06/04/2009,59,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,4,V ugm-3
07/04/2009,76,V ugm-3,1,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,1,V ugm-3
08/04/2009,71,V ugm-3,1,V ugm-3,6,V ugm-3,6,V ugm-3,No data,,2,V ugm-3
09/04/2009,44,V ugm-3,2,V ugm-3,9,V ugm-3,13,V ugm-3,No data,,2,V ugm-3
10/04/2009,53,V ugm-3,1,V ugm-3,12,V ugm-3,13,V ugm-3,No data,,1,V ugm-3
11/04/2009,51,V ugm-3,0,V ugm-3,6,V ugm-3,7,V ugm-3,No data,,1,V ugm-3
12/04/2009,59,V ugm-3,1,V ugm-3,3,V ugm-3,4,V ugm-3,No data,,0,V ugm-3
13/04/2009,57,V ugm-3,1,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,0,V ugm-3
14/04/2009,51,V ugm-3,3,V ugm-3,15,V ugm-3,20,V ugm-3,No data,,3,V ugm-3
15/04/2009,87,V ugm-3,1,V ugm-3,13,V ugm-3,15,V ugm-3,No data,,4,V ugm-3
16/04/2009,58,V ugm-3,1,V ugm-3,11,V ugm-3,12,V ugm-3,No data,,1,V ugm-3
17/04/2009,83,V ugm-3,1,V ugm-3,5,V ugm-3,6,V ugm-3,No data,,1,V ugm-3
18/04/2009,79,V ugm-3,1,V ugm-3,4,V ugm-3,5,V ugm-3,No data,,2,V ugm-3
19/04/2009,86,V ugm-3,1,V ugm-3,3,V ugm-3,4,V ugm-3,No data,,1,V ugm-3
20/04/2009,76,V ugm-3,0,V ugm-3,5,V ugm-3,6,V ugm-3,No data,,1,V ugm-3
21/04/2009,60,V ugm-3,1,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,2,V ugm-3
22/04/2009,64,V ugm-3,2,V ugm-3,9,V ugm-3,12,V ugm-3,No data,,1,V ugm-3
23/04/2009,63,V ugm-3,2,V ugm-3,16,V ugm-3,18,V ugm-3,No data,,3,V ugm-3
24/04/2009,81,V ugm-3,1,V ugm-3,14,V ugm-3,16,V ugm-3,No data,,2,V ugm-3
25/04/2009,74,V ugm-3,1,V ugm-3,11,V ugm-3,12,V ugm-3,No data,,2,V ugm-3
26/04/2009,68,V ugm-3,1,V ugm-3,9,V ugm-3,11,V ugm-3,No data,,2,V ugm-3
27/04/2009,64,V ugm-3,1,V ugm-3,11,V ugm-3,13,V ugm-3,No data,,0,V ugm-3
28/04/2009,56,V ugm-3,2,V ugm-3,12,V ugm-3,15,V ugm-3,No data,,1,V ugm-3
29/04/2009,56,V ugm-3,3,V ugm-3,13,V ugm-3,17,V ugm-3,No data,,4,V ugm-3
30/04/2009,69,V ugm-3,1,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,3,V ugm-3
01/05/2009,69,V ugm-3,2,V ugm-3,12,V ugm-3,15,V ugm-3,No data,,1,V ugm-3
02/05/2009,62,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,1,V ugm-3
03/05/2009,75,V ugm-3,1,V ugm-3,5,V ugm-3,6,V ugm-3,No data,,1,V ugm-3
04/05/2009,63,V ugm-3,1,V ugm-3,7,V ugm-3,8,V ugm-3,No data,,2,V ugm-3
05/05/2009,72,V ugm-3,1,V ugm-3,4,V ugm-3,5,V ugm-3,No data,,0,V ugm-3
06/05/2009,74,V ugm-3,1,V ugm-3,3,V ugm-3,4,V ugm-3,No data,,0,V ugm-3
07/05/2009,77,V ugm-3,1,V ugm-3,5,V ugm-3,6,V ugm-3,No data,,1,V ugm-3
08/05/2009,86,V ugm-3,1,V ugm-3,4,V ugm-3,6,V ugm-3,No data,,1,V ugm-3
09/05/2009,71,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,1,V ugm-3
10/05/2009,74,V ugm-3,1,V ugm-3,5,V ugm-3,7,V ugm-3,No data,,1,V ugm-3
11/05/2009,87,V ugm-3,1,V ugm-3,3,V ugm-3,4,V ugm-3,No data,,0,V ugm-3
12/05/2009,98,V ugm-3,1,V ugm-3,4,V ugm-3,5,V ugm-3,No data,,1,V ugm-3
13/05/2009,68,V ugm-3,1,V ugm-3,11,V ugm-3,12,V ugm-3,No data,,1,V ugm-3
14/05/2009,47,V ugm-3,2,V ugm-3,16,V ugm-3,19,V ugm-3,No data,,2,V ugm-3
15/05/2009,56,V ugm-3,2,V ugm-3,13,V ugm-3,16,V ugm-3,No data,,1,V ugm-3
16/05/2009,78,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,2,V ugm-3
17/05/2009,71,V ugm-3,1,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,1,V ugm-3
18/05/2009,80,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,2,V ugm-3
19/05/2009,77,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,2,V ugm-3
20/05/2009,69,V ugm-3,1,V ugm-3,9,V ugm-3,11,V ugm-3,No data,,1,V ugm-3
21/05/2009,68,V ugm-3,1,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,1,V ugm-3
22/05/2009,61,V ugm-3,1,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,2,V ugm-3
23/05/2009,69,V ugm-3,1,V ugm-3,8,V ugm-3,9,V ugm-3,No data,,2,V ugm-3
24/05/2009,81,V ugm-3,1,V ugm-3,5,V ugm-3,6,V ugm-3,No data,,2,V ugm-3
25/05/2009,74,V ugm-3,1,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,3,V ugm-3
26/05/2009,60,V ugm-3,1,V ugm-3,8,V ugm-3,9,V ugm-3,No data,,1,V ugm-3
27/05/2009,52,V ugm-3,1,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,1,V ugm-3
28/05/2009,40,V ugm-3,1,V ugm-3,5,V ugm-3,7,V ugm-3,No data,,1,V ugm-3
29/05/2009,50,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,0,V ugm-3
30/05/2009,82,V ugm-3,2,V ugm-3,5,V ugm-3,8,V ugm-3,No data,,2,V ugm-3
31/05/2009,85,V ugm-3,1,V ugm-3,4,V ugm-3,6,V ugm-3,No data,,2,V ugm-3
01/06/2009,82,V ugm-3,1,V ugm-3,5,V ugm-3,6,V ugm-3,No data,,1,V ugm-3
02/06/2009,80,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,1,V ugm-3
03/06/2009,72,V ugm-3,1,V ugm-3,5,V ugm-3,7,V ugm-3,No data,,2,V ugm-3
04/06/2009,75,V ugm-3,1,V ugm-3,5,V ugm-3,8,V ugm-3,No data,,2,V ugm-3
05/06/2009,78,V ugm-3,1,V ugm-3,6,V ugm-3,9,V ugm-3,No data,,1,V ugm-3
06/06/2009,90,V ugm-3,1,V ugm-3,4,V ugm-3,7,V ugm-3,No data,,1,V ugm-3
07/06/2009,No data,V ugm-3,1,V ugm-3,4,V ugm-3,6,V ugm-3,No data,,1,V ugm-3
08/06/2009,No data,V ugm-3,1,V ugm-3,3,V ugm-3,5,V ugm-3,No data,,1,V ugm-3
09/06/2009,No data,V ugm-3,1,V ugm-3,3,V ugm-3,5,V ugm-3,No data,,2,V ugm-3
10/06/2009,No data,V ugm-3,2,V ugm-3,7,V ugm-3,10,V ugm-3,No data,,1,V ugm-3
11/06/2009,No data,V ugm-3,2,V ugm-3,5,V ugm-3,8,V ugm-3,No data,,2,V ugm-3
12/06/2009,No data,V ugm-3,2,V ugm-3,11,V ugm-3,14,V ugm-3,No data,,1,V ugm-3
13/06/2009,No data,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,0,V ugm-3
14/06/2009,No data,V ugm-3,1,V ugm-3,5,V ugm-3,6,V ugm-3,No data,,2,V ugm-3
15/06/2009,No data,V ugm-3,2,V ugm-3,6,V ugm-3,10,V ugm-3,No data,,2,V ugm-3
16/06/2009,64,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,1,V ugm-3
17/06/2009,62,V ugm-3,1,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,2,V ugm-3
18/06/2009,61,V ugm-3,1,V ugm-3,5,V ugm-3,7,V ugm-3,No data,,1,V ugm-3
19/06/2009,58,V ugm-3,1,V ugm-3,4,V ugm-3,5,V ugm-3,No data,,1,V ugm-3
20/06/2009,52,V ugm-3,1,V ugm-3,6,V ugm-3,7,V ugm-3,No data,,1,V ugm-3
21/06/2009,47,V ugm-3,1,V ugm-3,5,V ugm-3,8,V ugm-3,No data,,2,V ugm-3
22/06/2009,54,V ugm-3,1,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,1,V ugm-3
23/06/2009,71,V ugm-3,1,V ugm-3,5,V ugm-3,7,V ugm-3,No data,,1,V ugm-3
24/06/2009,69,V ugm-3,1,V ugm-3,5,V ugm-3,6,V ugm-3,No data,,1,V ugm-3
25/06/2009,85,V ugm-3,1,V ugm-3,3,V ugm-3,5,V ugm-3,No data,,1,V ugm-3
26/06/2009,57,V ugm-3,1,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,1,V ugm-3
27/06/2009,54,V ugm-3,2,V ugm-3,6,V ugm-3,9,V ugm-3,No data,,1,V ugm-3
28/06/2009,58,V ugm-3,1,V ugm-3,5,V ugm-3,7,V ugm-3,No data,,1,V ugm-3
29/06/2009,74,V ugm-3,3,V ugm-3,7,V ugm-3,11,V ugm-3,No data,,2,V ugm-3
30/06/2009,78,V ugm-3,1,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,1,V ugm-3
01/07/2009,78,V ugm-3,1,V ugm-3,6,V ugm-3,7,V ugm-3,No data,,0,V ugm-3
02/07/2009,97,V ugm-3,1,V ugm-3,7,V ugm-3,8,V ugm-3,No data,,2,V ugm-3
03/07/2009,55,V ugm-3,2,V ugm-3,7,V ugm-3,10,V ugm-3,No data,,0,V ugm-3
04/07/2009,54,V ugm-3,1,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,0,V ugm-3
05/07/2009,60,V ugm-3,1,V ugm-3,5,V ugm-3,7,V ugm-3,No data,,0,V ugm-3
06/07/2009,48,V ugm-3,3,V ugm-3,5,V ugm-3,9,V ugm-3,No data,,0,V ugm-3
07/07/2009,41,V ugm-3,2,V ugm-3,5,V ugm-3,8,V ugm-3,No data,,0,V ugm-3
08/07/2009,41,V ugm-3,1,V ugm-3,8,V ugm-3,11,V ugm-3,No data,,2,V ugm-3
09/07/2009,43,V ugm-3,1,V ugm-3,9,V ugm-3,11,V ugm-3,No data,,1,V ugm-3
10/07/2009,50,V ugm-3,1,V ugm-3,11,V ugm-3,13,V ugm-3,No data,,2,V ugm-3
11/07/2009,41,V ugm-3,1,V ugm-3,10,V ugm-3,11,V ugm-3,No data,,1,V ugm-3
12/07/2009,54,V ugm-3,1,V ugm-3,5,V ugm-3,6,V ugm-3,No data,,0,V ugm-3
13/07/2009,50,V ugm-3,2,V ugm-3,7,V ugm-3,10,V ugm-3,No data,,0,V ugm-3
14/07/2009,51,V ugm-3,1,V ugm-3,9,V ugm-3,11,V ugm-3,No data,,0,V ugm-3
15/07/2009,53,V ugm-3,2,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,1,V ugm-3
16/07/2009,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
17/07/2009,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
18/07/2009,53,V ugm-3,2,V ugm-3,4,V ugm-3,6,V ugm-3,No data,,0,V ugm-3
19/07/2009,36,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,0,V ugm-3
20/07/2009,42,V ugm-3,2,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,0,V ugm-3
