Date,Ozone,Status,Nitric oxide,Status,Nitrogen dioxide,Status,Nitrogen oxides as nitrogen dioxide,Status,Sulphur dioxide,Status,Sulphur dioxide,Status
30/01/2003,62,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3
31/01/2003,44,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,19,V ugm-3
01/02/2003,34,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
02/02/2003,55,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
03/02/2003,57,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
04/02/2003,51,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
05/02/2003,33,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,10,V ugm-3
06/02/2003,10,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,4,V ugm-3
07/02/2003,30,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
08/02/2003,43,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
09/02/2003,52,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3
10/02/2003,21,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,5,V ugm-3
11/02/2003,16,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
12/02/2003,11,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3
13/02/2003,34,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3
14/02/2003,29,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
15/02/2003,50,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
16/02/2003,45,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
17/02/2003,46,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
18/02/2003,30,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
19/02/2003,18,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3
20/02/2003,20,V ugm-3,2,V ugm-3,23,V ugm-3,26,V ugm-3,No data,,3,V ugm-3
21/02/2003,15,V ugm-3,22,V ugm-3,31,V ugm-3,65,V ugm-3,No data,,7,V ugm-3
22/02/2003,12,V ugm-3,35,V ugm-3,55,V ugm-3,108,V ugm-3,No data,,6,V ugm-3
23/02/2003,31,V ugm-3,1,V ugm-3,14,V ugm-3,16,V ugm-3,No data,,3,V ugm-3
24/02/2003,22,V ugm-3,8,V ugm-3,31,V ugm-3,43,V ugm-3,No data,,2,V ugm-3
25/02/2003,29,V ugm-3,5,V ugm-3,28,V ugm-3,36,V ugm-3,No data,,4,V ugm-3
26/02/2003,15,V ugm-3,14,V ugm-3,58,V ugm-3,80,V ugm-3,No data,,5,V ugm-3
27/02/2003,22,V ugm-3,20,V ugm-3,45,V ugm-3,76,V ugm-3,No data,,5,V ugm-3
28/02/2003,42,V ugm-3,2,V ugm-3,13,V ugm-3,15,V ugm-3,No data,,2,V ugm-3
01/03/2003,52,V ugm-3,2,V ugm-3,20,V ugm-3,23,V ugm-3,No data,,0,V ugm-3
02/03/2003,41,V ugm-3,2,V ugm-3,25,V ugm-3,29,V ugm-3,No data,,3,V ugm-3
03/03/2003,31,V ugm-3,9,V ugm-3,43,V ugm-3,57,V ugm-3,No data,,3,V ugm-3
04/03/2003,35,V ugm-3,4,V ugm-3,37,V ugm-3,43,V ugm-3,No data,,1,V ugm-3
05/03/2003,48,V ugm-3,1,V ugm-3,25,V ugm-3,26,V ugm-3,No data,,1,V ugm-3
06/03/2003,46,V ugm-3,2,V ugm-3,30,V ugm-3,33,V ugm-3,No data,,1,V ugm-3
07/03/2003,48,V ugm-3,3,V ugm-3,41,V ugm-3,46,V ugm-3,No data,,1,V ugm-3
08/03/2003,72,V ugm-3,1,V ugm-3,9,V ugm-3,10,V ugm-3,No data,,1,V ugm-3
09/03/2003,83,V ugm-3,1,V ugm-3,7,V ugm-3,8,V ugm-3,No data,,1,V ugm-3
10/03/2003,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
11/03/2003,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
12/03/2003,63,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,No data,,1,V ugm-3
13/03/2003,70,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,No data,,0,V ugm-3
14/03/2003,50,V ugm-3,3,V ugm-3,13,V ugm-3,18,V ugm-3,No data,,1,V ugm-3
15/03/2003,50,V ugm-3,2,V ugm-3,15,V ugm-3,18,V ugm-3,No data,,2,V ugm-3
16/03/2003,39,V ugm-3,2,V ugm-3,21,V ugm-3,24,V ugm-3,No data,,3,V ugm-3
17/03/2003,43,V ugm-3,9,V ugm-3,17,V ugm-3,30,V ugm-3,No data,,5,V ugm-3
18/03/2003,68,V ugm-3,1,V ugm-3,15,V ugm-3,17,V ugm-3,No data,,1,V ugm-3
19/03/2003,36,V ugm-3,13,V ugm-3,22,V ugm-3,41,V ugm-3,No data,,2,V ugm-3
20/03/2003,31,V ugm-3,16,V ugm-3,42,V ugm-3,67,V ugm-3,No data,,10,V ugm-3
21/03/2003,41,V ugm-3,0,V ugm-3,16,V ugm-3,16,V ugm-3,No data,,3,V ugm-3
22/03/2003,40,V ugm-3,3,V ugm-3,22,V ugm-3,26,V ugm-3,No data,,2,V ugm-3
23/03/2003,47,V ugm-3,4,V ugm-3,24,V ugm-3,30,V ugm-3,No data,,4,V ugm-3
24/03/2003,60,V ugm-3,2,V ugm-3,30,V ugm-3,33,V ugm-3,No data,,3,V ugm-3
25/03/2003,54,V ugm-3,3,V ugm-3,32,V ugm-3,37,V ugm-3,No data,,2,V ugm-3
26/03/2003,49,V ugm-3,25,V ugm-3,28,V ugm-3,66,V ugm-3,No data,,3,V ugm-3
27/03/2003,57,V ugm-3,3,V ugm-3,16,V ugm-3,20,V ugm-3,No data,,1,V ugm-3
28/03/2003,51,V ugm-3,2,V ugm-3,18,V ugm-3,22,V ugm-3,No data,,2,V ugm-3
29/03/2003,30,V ugm-3,2,V ugm-3,15,V ugm-3,19,V ugm-3,No data,,2,V ugm-3
30/03/2003,57,V ugm-3,0,V ugm-3,15,V ugm-3,16,V ugm-3,No data,,3,V ugm-3
31/03/2003,59,V ugm-3,3,V ugm-3,33,V ugm-3,38,V ugm-3,No data,,1,V ugm-3
01/04/2003,57,V ugm-3,0,V ugm-3,16,V ugm-3,16,V ugm-3,No data,,1,V ugm-3
02/04/2003,64,V ugm-3,0,V ugm-3,6,V ugm-3,6,V ugm-3,No data,,2,V ugm-3
03/04/2003,55,V ugm-3,0,V ugm-3,9,V ugm-3,10,V ugm-3,No data,,3,V ugm-3
04/04/2003,42,V ugm-3,2,V ugm-3,15,V ugm-3,19,V ugm-3,No data,,5,V ugm-3
05/04/2003,64,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,No data,,1,V ugm-3
06/04/2003,67,V ugm-3,2,V ugm-3,3,V ugm-3,7,V ugm-3,No data,,1,V ugm-3
07/04/2003,55,V ugm-3,1,V ugm-3,17,V ugm-3,19,V ugm-3,No data,,1,V ugm-3
08/04/2003,60,V ugm-3,1,V ugm-3,15,V ugm-3,17,V ugm-3,No data,,1,V ugm-3
09/04/2003,62,V ugm-3,0,V ugm-3,11,V ugm-3,11,V ugm-3,No data,,0,V ugm-3
10/04/2003,63,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,No data,,1,V ugm-3
11/04/2003,39,V ugm-3,4,V ugm-3,30,V ugm-3,36,V ugm-3,No data,,2,V ugm-3
12/04/2003,59,V ugm-3,3,V ugm-3,17,V ugm-3,21,V ugm-3,No data,,3,V ugm-3
13/04/2003,67,V ugm-3,1,V ugm-3,21,V ugm-3,23,V ugm-3,No data,,4,V ugm-3
14/04/2003,74,V ugm-3,1,V ugm-3,26,V ugm-3,28,V ugm-3,No data,,6,V ugm-3
15/04/2003,62,V ugm-3,2,V ugm-3,36,V ugm-3,39,V ugm-3,No data,,10,V ugm-3
16/04/2003,68,V ugm-3,6,V ugm-3,27,V ugm-3,36,V ugm-3,No data,,5,V ugm-3
17/04/2003,90,V ugm-3,1,V ugm-3,19,V ugm-3,20,V ugm-3,No data,,5,V ugm-3
18/04/2003,100,V ugm-3,0,V ugm-3,11,V ugm-3,12,V ugm-3,No data,,2,V ugm-3
19/04/2003,88,V ugm-3,0,V ugm-3,3,V ugm-3,3,V ugm-3,No data,,0,V ugm-3
20/04/2003,84,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,No data,,1,V ugm-3
21/04/2003,77,V ugm-3,2,V ugm-3,13,V ugm-3,17,V ugm-3,No data,,4,V ugm-3
22/04/2003,73,V ugm-3,2,V ugm-3,16,V ugm-3,19,V ugm-3,No data,,2,V ugm-3
23/04/2003,83,V ugm-3,2,V ugm-3,12,V ugm-3,15,V ugm-3,No data,,2,V ugm-3
24/04/2003,56,V ugm-3,1,V ugm-3,23,V ugm-3,25,V ugm-3,No data,,3,V ugm-3
25/04/2003,36,V ugm-3,10,V ugm-3,32,V ugm-3,47,V ugm-3,No data,,3,V ugm-3
26/04/2003,60,V ugm-3,0,V ugm-3,15,V ugm-3,16,V ugm-3,No data,,1,V ugm-3
27/04/2003,87,V ugm-3,2,V ugm-3,10,V ugm-3,13,V ugm-3,No data,,0,V ugm-3
28/04/2003,61,V ugm-3,1,V ugm-3,15,V ugm-3,17,V ugm-3,No data,,0,V ugm-3
29/04/2003,74,V ugm-3,2,V ugm-3,14,V ugm-3,17,V ugm-3,No data,,2,V ugm-3
30/04/2003,66,V ugm-3,5,V ugm-3,21,V ugm-3,28,V ugm-3,No data,,2,V ugm-3
01/05/2003,69,V ugm-3,6,V ugm-3,8,V ugm-3,17,V ugm-3,No data,,1,V ugm-3
02/05/2003,66,V ugm-3,4,V ugm-3,12,V ugm-3,19,V ugm-3,No data,,1,V ugm-3
03/05/2003,74,V ugm-3,0,V ugm-3,7,V ugm-3,7,V ugm-3,No data,,0,V ugm-3
04/05/2003,74,V ugm-3,0,V ugm-3,12,V ugm-3,12,V ugm-3,No data,,2,V ugm-3
05/05/2003,78,V ugm-3,0,V ugm-3,5,V ugm-3,5,V ugm-3,No data,,1,V ugm-3
06/05/2003,40,V ugm-3,2,V ugm-3,15,V ugm-3,18,V ugm-3,No data,,1,V ugm-3
07/05/2003,51,V ugm-3,1,V ugm-3,19,V ugm-3,21,V ugm-3,No data,,1,V ugm-3
08/05/2003,53,V ugm-3,0,V ugm-3,14,V ugm-3,15,V ugm-3,No data,,1,V ugm-3
09/05/2003,55,V ugm-3,1,V ugm-3,9,V ugm-3,11,V ugm-3,No data,,1,V ugm-3
10/05/2003,56,V ugm-3,1,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,1,V ugm-3
11/05/2003,71,V ugm-3,0,V ugm-3,7,V ugm-3,7,V ugm-3,No data,,0,V ugm-3
12/05/2003,69,V ugm-3,1,V ugm-3,6,V ugm-3,7,V ugm-3,No data,,0,V ugm-3
13/05/2003,63,V ugm-3,0,V ugm-3,6,V ugm-3,6,V ugm-3,No data,,0,V ugm-3
14/05/2003,58,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,1,V ugm-3
15/05/2003,48,V ugm-3,18,V ugm-3,18,V ugm-3,45,V ugm-3,No data,,3,V ugm-3
16/05/2003,52,V ugm-3,3,V ugm-3,22,V ugm-3,26,V ugm-3,No data,,2,V ugm-3
17/05/2003,59,V ugm-3,0,V ugm-3,11,V ugm-3,11,V ugm-3,No data,,1,V ugm-3
18/05/2003,69,V ugm-3,2,V ugm-3,3,V ugm-3,5,V ugm-3,No data,,1,V ugm-3
19/05/2003,72,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,1,V ugm-3
20/05/2003,70,V ugm-3,2,V ugm-3,5,V ugm-3,7,V ugm-3,No data,,1,V ugm-3
21/05/2003,51,V ugm-3,1,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,1,V ugm-3
22/05/2003,38,V ugm-3,1,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,1,V ugm-3
23/05/2003,66,V ugm-3,1,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,1,V ugm-3
24/05/2003,54,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,0,V ugm-3
25/05/2003,57,V ugm-3,1,V ugm-3,4,V ugm-3,6,V ugm-3,No data,,1,V ugm-3
26/05/2003,54,V ugm-3,2,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,2,V ugm-3
27/05/2003,43,V ugm-3,2,V ugm-3,17,V ugm-3,20,V ugm-3,No data,,1,V ugm-3
28/05/2003,70,V ugm-3,2,V ugm-3,16,V ugm-3,20,V ugm-3,No data,,2,V ugm-3
29/05/2003,79,V ugm-3,0,V ugm-3,16,V ugm-3,17,V ugm-3,No data,,2,V ugm-3
30/05/2003,87,V ugm-3,0,V ugm-3,11,V ugm-3,11,V ugm-3,No data,,1,V ugm-3
31/05/2003,95,V ugm-3,1,V ugm-3,9,V ugm-3,11,V ugm-3,No data,,2,V ugm-3
01/06/2003,68,V ugm-3,1,V ugm-3,14,V ugm-3,16,V ugm-3,No data,,3,V ugm-3
02/06/2003,46,V ugm-3,1,V ugm-3,11,V ugm-3,12,V ugm-3,No data,,1,V ugm-3
03/06/2003,43,V ugm-3,0,V ugm-3,9,V ugm-3,10,V ugm-3,No data,,1,V ugm-3
04/06/2003,41,V ugm-3,1,V ugm-3,17,V ugm-3,19,V ugm-3,No data,,1,V ugm-3
05/06/2003,66,V ugm-3,1,V ugm-3,4,V ugm-3,6,V ugm-3,No data,,1,V ugm-3
06/06/2003,44,V ugm-3,1,V ugm-3,12,V ugm-3,14,V ugm-3,No data,,0,V ugm-3
07/06/2003,59,V ugm-3,1,V ugm-3,11,V ugm-3,13,V ugm-3,No data,,1,V ugm-3
08/06/2003,55,V ugm-3,1,V ugm-3,14,V ugm-3,16,V ugm-3,No data,,2,V ugm-3
09/06/2003,62,V ugm-3,1,V ugm-3,3,V ugm-3,6,V ugm-3,No data,,1,V ugm-3
10/06/2003,60,V ugm-3,1,V ugm-3,15,V ugm-3,17,V ugm-3,No data,,1,V ugm-3
11/06/2003,63,V ugm-3,1,V ugm-3,12,V ugm-3,14,V ugm-3,No data,,1,V ugm-3
12/06/2003,56,V ugm-3,3,V ugm-3,14,V ugm-3,18,V ugm-3,No data,,1,V ugm-3
13/06/2003,57,V ugm-3,3,V ugm-3,13,V ugm-3,18,V ugm-3,No data,,1,V ugm-3
14/06/2003,75,V ugm-3,1,V ugm-3,8,V ugm-3,9,V ugm-3,No data,,3,V ugm-3
15/06/2003,79,V ugm-3,1,V ugm-3,9,V ugm-3,10,V ugm-3,No data,,1,V ugm-3
16/06/2003,100,V ugm-3,1,V ugm-3,5,V ugm-3,6,V ugm-3,No data,,2,V ugm-3
17/06/2003,74,V ugm-3,1,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,4,V ugm-3
18/06/2003,41,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
19/06/2003,44,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
20/06/2003,61,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
21/06/2003,66,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
22/06/2003,71,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,4,V ugm-3
23/06/2003,50,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
24/06/2003,46,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
25/06/2003,57,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
26/06/2003,67,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
27/06/2003,63,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
28/06/2003,39,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
29/06/2003,71,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
30/06/2003,55,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
01/07/2003,45,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
02/07/2003,50,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,4,V ugm-3
03/07/2003,26,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3
04/07/2003,44,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3
05/07/2003,30,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
06/07/2003,50,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
07/07/2003,50,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
08/07/2003,35,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
09/07/2003,53,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,6,V ugm-3
10/07/2003,60,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
11/07/2003,46,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3
12/07/2003,63,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
13/07/2003,71,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
14/07/2003,75,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
15/07/2003,102,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
16/07/2003,78,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
17/07/2003,34,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
18/07/2003,46,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
19/07/2003,60,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
20/07/2003,51,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
21/07/2003,53,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
22/07/2003,50,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,0,V ugm-3
23/07/2003,56,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,0,V ugm-3
24/07/2003,50,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
25/07/2003,34,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,0,V ugm-3
26/07/2003,40,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,0,V ugm-3
27/07/2003,44,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
28/07/2003,51,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,0,V ugm-3
29/07/2003,42,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
30/07/2003,30,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
31/07/2003,41,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
01/08/2003,37,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,0,V ugm-3
02/08/2003,58,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
03/08/2003,66,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
04/08/2003,80,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
05/08/2003,80,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
06/08/2003,124,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,5,V ugm-3
07/08/2003,82,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3
08/08/2003,76,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
09/08/2003,71,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3
10/08/2003,108,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3
11/08/2003,86,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
12/08/2003,79,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
13/08/2003,52,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
14/08/2003,47,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,2,V ugm-3
15/08/2003,48,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
16/08/2003,52,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,0,V ugm-3
17/08/2003,66,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
18/08/2003,57,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,3,V ugm-3
19/08/2003,44,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
20/08/2003,51,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,1,V ugm-3
21/08/2003,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
22/08/2003,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
23/08/2003,36,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
24/08/2003,62,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
25/08/2003,68,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
26/08/2003,65,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
27/08/2003,69,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
28/08/2003,61,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3
29/08/2003,68,V ugm-3,2,V ugm-3,5,V ugm-3,8,V ugm-3,No data,,1,V ugm-3
30/08/2003,52,V ugm-3,2,V ugm-3,8,V ugm-3,11,V ugm-3,No data,,2,V ugm-3
31/08/2003,45,V ugm-3,2,V ugm-3,12,V ugm-3,15,V ugm-3,No data,,3,V ugm-3
01/09/2003,48,V ugm-3,3,V ugm-3,4,V ugm-3,8,V ugm-3,No data,,2,V ugm-3
02/09/2003,45,V ugm-3,4,V ugm-3,13,V ugm-3,20,V ugm-3,No data,,5,V ugm-3
03/09/2003,54,V ugm-3,2,V ugm-3,12,V ugm-3,15,V ugm-3,No data,,4,V ugm-3
04/09/2003,64,V ugm-3,3,V ugm-3,14,V ugm-3,18,V ugm-3,No data,,7,V ugm-3
05/09/2003,75,V ugm-3,3,V ugm-3,17,V ugm-3,20,V ugm-3,No data,,5,V ugm-3
06/09/2003,63,V ugm-3,1,V ugm-3,16,V ugm-3,18,V ugm-3,No data,,4,V ugm-3
07/09/2003,39,V ugm-3,2,V ugm-3,15,V ugm-3,18,V ugm-3,No data,,4,V ugm-3
08/09/2003,55,V ugm-3,4,V ugm-3,15,V ugm-3,20,V ugm-3,No data,,5,V ugm-3
09/09/2003,47,V ugm-3,1,V ugm-3,10,V ugm-3,11,V ugm-3,No data,,4,V ugm-3
10/09/2003,39,V ugm-3,1,V ugm-3,12,V ugm-3,14,V ugm-3,No data,,2,V ugm-3
11/09/2003,17,V ugm-3,14,V ugm-3,28,V ugm-3,50,V ugm-3,No data,,6,V ugm-3
12/09/2003,42,V ugm-3,1,V ugm-3,15,V ugm-3,17,V ugm-3,No data,,3,V ugm-3
13/09/2003,58,V ugm-3,1,V ugm-3,9,V ugm-3,11,V ugm-3,No data,,4,V ugm-3
14/09/2003,61,V ugm-3,1,V ugm-3,12,V ugm-3,14,V ugm-3,No data,,6,V ugm-3
15/09/2003,57,V ugm-3,2,V ugm-3,22,V ugm-3,25,V ugm-3,No data,,5,V ugm-3
16/09/2003,58,V ugm-3,3,V ugm-3,31,V ugm-3,36,V ugm-3,No data,,7,V ugm-3
17/09/2003,91,V ugm-3,1,V ugm-3,28,V ugm-3,31,V ugm-3,No data,,2,V ugm-3
18/09/2003,79,V ugm-3,1,V ugm-3,18,V ugm-3,19,V ugm-3,No data,,1,V ugm-3
19/09/2003,64,V ugm-3,1,V ugm-3,15,V ugm-3,17,V ugm-3,No data,,2,V ugm-3
20/09/2003,66,V ugm-3,2,V ugm-3,13,V ugm-3,17,V ugm-3,No data,,2,V ugm-3
21/09/2003,76,V ugm-3,0,V ugm-3,15,V ugm-3,15,V ugm-3,No data,,4,V ugm-3
22/09/2003,48,V ugm-3,1,V ugm-3,15,V ugm-3,16,V ugm-3,No data,,5,V ugm-3
23/09/2003,32,V ugm-3,6,V ugm-3,17,V ugm-3,27,V ugm-3,No data,,8,V ugm-3
24/09/2003,33,V ugm-3,7,V ugm-3,21,V ugm-3,32,V ugm-3,No data,,2,V ugm-3
25/09/2003,42,V ugm-3,7,V ugm-3,23,V ugm-3,33,V ugm-3,No data,,3,V ugm-3
26/09/2003,38,V ugm-3,3,V ugm-3,23,V ugm-3,27,V ugm-3,No data,,3,V ugm-3
27/09/2003,43,V ugm-3,1,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,0,V ugm-3
28/09/2003,43,V ugm-3,0,V ugm-3,8,V ugm-3,9,V ugm-3,No data,,0,V ugm-3
29/09/2003,30,V ugm-3,4,V ugm-3,26,V ugm-3,33,V ugm-3,No data,,2,V ugm-3
